Options:
Model:                           MultiState
Tree File Name:                  ww_trees.nex
Data File Name:                  ww_gen_sys.txt
Log File Name:                   world_gender_system-RJHPoutput.log.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1436681863
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_gender_system-RJHPoutput.log.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          RJ MCMC
    q02                          RJ MCMC
    q03                          RJ MCMC
    q10                          RJ MCMC
    q12                          RJ MCMC
    q13                          RJ MCMC
    q20                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q30                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
6550000	-1204.452611	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.047477	0.000000	0.047477	1.047241	0.047477	1.047241	1.047241	1.047241	0.047477	0.047477	0.047477	0.249991	0.250001	0.250000	0.250008	
6560000	-1204.377784	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055876	0.000000	0.055876	1.075454	0.055876	1.075454	1.075454	1.075454	0.055876	0.055876	0.055876	0.249999	0.250000	0.250000	0.250001	
6570000	-1204.350007	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.057649	0.000000	0.057649	1.341287	0.000000	1.341287	1.341287	1.341287	0.057649	0.057649	0.057649	0.249999	0.250000	0.250000	0.250001	
6580000	-1204.450679	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.049643	0.000000	0.049643	0.986429	0.049643	0.986429	0.986429	0.986429	0.049643	0.049643	0.049643	0.249995	0.250000	0.250000	0.250005	
6590000	-1206.385992	188	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.059451	0.000000	0.059451	1.501326	0.000000	1.501326	1.501326	1.501326	0.059451	0.059451	0.059451	0.249917	0.250003	0.250001	0.250079	
6600000	-1206.249008	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.048680	0.000000	0.000000	1.017267	0.000000	1.017267	1.017267	1.017267	0.048680	0.048680	0.048680	0.249993	0.250001	0.250000	0.250006	
6610000	-1205.033526	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.048614	0.000000	0.000000	1.134721	0.000000	1.134721	1.134721	1.134721	0.048614	0.048614	0.048614	0.249993	0.250001	0.250000	0.250006	
6620000	-1204.039834	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.049942	0.000000	0.049942	1.088271	0.000000	1.088271	1.088271	1.088271	0.049942	0.049942	0.049942	0.249995	0.250000	0.250000	0.250004	
6630000	-1204.747964	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.049397	0.000000	0.000000	1.163586	0.000000	1.163586	1.163586	1.163586	0.049397	0.049397	0.049397	0.249994	0.250000	0.250000	0.250005	
6640000	-1205.436259	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.055033	0.000000	0.055033	1.289440	0.000000	1.289440	1.289440	1.289440	0.055033	0.055033	0.055033	0.249820	0.250007	0.250003	0.250171	
6650000	-1207.113162	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.063622	0.000000	0.063622	1.259589	0.063622	1.259589	1.259589	1.259589	0.063622	0.063622	0.063622	0.249958	0.250004	0.250001	0.250037	
6660000	-1207.168964	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.058772	0.000000	0.000000	1.152411	0.058772	1.152411	1.152411	1.152411	0.058772	0.058772	0.058772	0.249903	0.250014	0.250002	0.250082	
6670000	-1204.819800	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.050906	0.000000	0.000000	1.400526	0.000000	1.400526	1.400526	1.400526	0.050906	0.050906	0.050906	0.249996	0.250000	0.250000	0.250003	
6680000	-1205.088533	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.053990	0.000000	0.000000	1.142187	0.000000	1.142187	1.142187	1.142187	0.053990	0.053990	0.053990	0.249998	0.250000	0.250000	0.250002	
6690000	-1204.652091	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.057027	0.000000	0.057027	1.145372	0.000000	1.145372	1.145372	1.145372	0.057027	0.057027	0.057027	0.249999	0.250000	0.250000	0.250001	
6700000	-1203.731585	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.051122	0.000000	0.051122	1.130549	0.000000	1.130549	1.130549	1.130549	0.051122	0.051122	0.051122	0.249997	0.250000	0.250000	0.250003	
6710000	-1206.876957	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.048473	0.000000	0.000000	0.930053	0.048473	0.930053	0.930053	0.930053	0.048473	0.048473	0.048473	0.249993	0.250001	0.250000	0.250006	
6720000	-1206.247884	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.056850	0.000000	0.000000	1.253279	0.056850	1.253279	1.253279	1.253279	0.056850	0.056850	0.056850	0.249866	0.250017	0.250002	0.250115	
6730000	-1203.677118	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.051722	0.000000	0.051722	1.086324	0.051722	1.086324	1.086324	1.086324	0.051722	0.051722	0.051722	0.249997	0.250000	0.250000	0.250003	
6740000	-1203.508394	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.052598	0.000000	0.052598	1.212071	0.000000	1.212071	1.212071	1.212071	0.052598	0.052598	0.052598	0.249998	0.250000	0.250000	0.250002	
6750000	-1204.109400	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.049089	0.000000	0.049089	1.213519	0.049089	1.213519	1.213519	1.213519	0.049089	0.049089	0.049089	0.249994	0.250000	0.250000	0.250005	
6760000	-1207.855197	188	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.058952	0.000000	0.000000	1.592034	0.058952	1.592034	1.592034	1.592034	0.058952	0.058952	0.058952	0.249907	0.250010	0.250001	0.250083	
6770000	-1209.009209	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.060186	0.000000	0.000000	1.008472	0.060186	1.008472	1.008472	1.008472	0.060186	0.060186	0.060186	0.250000	0.250000	0.250000	0.250000	
6780000	-1204.499930	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.052735	0.000000	0.052735	1.047726	0.000000	1.047726	1.047726	1.047726	0.052735	0.052735	0.052735	0.249998	0.250000	0.250000	0.250002	
6790000	-1204.345763	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.057041	0.000000	0.057041	1.307686	0.057041	1.307686	1.307686	1.307686	0.057041	0.057041	0.057041	0.249999	0.250000	0.250000	0.250001	
6800000	-1204.494828	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.058078	0.000000	0.058078	1.199670	0.058078	1.199670	1.199670	1.199670	0.058078	0.058078	0.058078	0.249999	0.250000	0.250000	0.250001	
6810000	-1203.783457	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053290	0.000000	0.053290	1.084449	0.053290	1.084449	1.084449	1.084449	0.053290	0.053290	0.053290	0.249998	0.250000	0.250000	0.250002	
6820000	-1205.762557	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.055162	0.000000	0.055162	1.162679	0.000000	1.162679	1.162679	1.162679	0.055162	0.055162	0.055162	0.249823	0.250007	0.250003	0.250166	
6830000	-1204.687139	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.046708	0.000000	0.046708	1.124860	0.000000	1.124860	1.124860	1.124860	0.046708	0.046708	0.046708	0.249990	0.250000	0.250000	0.250010	
6840000	-1206.079036	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.044306	0.000000	0.044306	1.051789	0.000000	1.051789	1.051789	1.051789	0.044306	0.044306	0.044306	0.249981	0.250001	0.250000	0.250018	
6850000	-1209.195862	340	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.051631	0.000000	0.051631	1.292612	0.000000	1.292612	1.292612	1.292612	0.051631	0.051631	0.051631	0.249997	0.250000	0.250000	0.250003	
6860000	-1204.554970	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.058068	0.000000	0.058068	1.373783	0.000000	1.373783	1.373783	1.373783	0.058068	0.058068	0.058068	0.249999	0.250000	0.250000	0.250001	
6870000	-1209.677455	483	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053557	0.000000	0.053557	1.138643	0.053557	1.138643	1.138643	1.138643	0.053557	0.053557	0.053557	0.249947	0.250004	0.250001	0.250048	
6880000	-1206.198944	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055075	0.000000	0.055075	1.050718	0.055075	1.050718	1.050718	1.050718	0.055075	0.055075	0.055075	0.249819	0.250016	0.250003	0.250162	
6890000	-1206.255191	188	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.053568	0.000000	0.000000	1.294950	0.000000	1.294950	1.294950	1.294950	0.053568	0.053568	0.053568	0.249764	0.250019	0.250004	0.250213	
6900000	-1204.831191	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.057732	0.000000	0.057732	1.156327	0.000000	1.156327	1.156327	1.156327	0.057732	0.057732	0.057732	0.249999	0.250000	0.250000	0.250001	
6910000	-1206.478859	407	2	2	'Z 0 Z 1 1 0 1 1 1 0 0 0 	0.000000	0.052516	0.000000	0.690321	0.690321	0.052516	0.690321	0.690321	0.690321	0.052516	0.052516	0.052516	0.249999	0.250000	0.250000	0.250001	
6920000	-1204.262064	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.048345	0.000000	0.048345	1.196209	0.048345	1.196209	1.196209	1.196209	0.048345	0.048345	0.048345	0.249993	0.250001	0.250000	0.250007	
6930000	-1205.175445	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050595	0.000000	0.050595	1.394374	0.050595	1.394374	1.394374	1.394374	0.050595	0.050595	0.050595	0.249996	0.250000	0.250000	0.250004	
6940000	-1208.244185	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.064859	0.000000	0.000000	1.393545	0.064859	1.393545	1.393545	1.393545	0.064859	0.064859	0.064859	0.249965	0.250004	0.250001	0.250030	
6950000	-1205.548798	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056844	0.000000	0.056844	1.364299	0.000000	1.364299	1.364299	1.364299	0.056844	0.056844	0.056844	0.249869	0.250005	0.250002	0.250124	
6960000	-1206.368095	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.054147	0.000000	0.000000	1.340920	0.054147	1.340920	1.340920	1.340920	0.054147	0.054147	0.054147	0.249788	0.250024	0.250003	0.250186	
6970000	-1206.062156	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.056215	0.000000	0.056215	1.393534	0.056215	1.393534	1.393534	1.393534	0.056215	0.056215	0.056215	0.249852	0.250010	0.250002	0.250135	
6980000	-1203.699418	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.051052	0.000000	0.051052	1.138711	0.000000	1.138711	1.138711	1.138711	0.051052	0.051052	0.051052	0.249997	0.250000	0.250000	0.250003	
6990000	-1206.366917	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.053968	0.000000	0.000000	1.193122	0.053968	1.193122	1.193122	1.193122	0.053968	0.053968	0.053968	0.249781	0.250027	0.250003	0.250188	
7000000	-1203.689498	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.054197	0.000000	0.054197	1.307796	0.000000	1.307796	1.307796	1.307796	0.054197	0.054197	0.054197	0.249998	0.250000	0.250000	0.250001	
7010000	-1207.218688	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.044678	0.000000	0.000000	1.290554	0.044678	1.290554	1.290554	1.290554	0.044678	0.044678	0.044678	0.249982	0.250002	0.250000	0.250016	
7020000	-1205.802555	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.055509	0.000000	0.000000	1.063977	0.055509	1.063977	1.063977	1.063977	0.055509	0.055509	0.055509	0.249999	0.250000	0.250000	0.250001	
7030000	-1204.601120	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.057580	0.000000	0.057580	1.180894	0.000000	1.180894	1.180894	1.180894	0.057580	0.057580	0.057580	0.249999	0.250000	0.250000	0.250001	
7040000	-1206.322954	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.060852	0.000000	0.060852	1.096938	0.060852	1.096938	1.096938	1.096938	0.060852	0.060852	0.060852	0.250000	0.250000	0.250000	0.250000	
7050000	-1204.180265	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.056818	0.000000	0.056818	1.273282	0.056818	1.273282	1.273282	1.273282	0.056818	0.056818	0.056818	0.249999	0.250000	0.250000	0.250001	
7060000	-1198.353654	407	3	3	'Z 0 Z Z 1 0 1 1 1 2 2 2 	0.000000	0.043333	0.000000	0.000000	1.097550	0.043333	1.097550	1.097550	1.097550	0.065444	0.065444	0.065444	0.249999	0.250000	0.250000	0.250001	
7070000	-1205.883667	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.051951	0.000000	0.051951	1.201562	0.000000	1.201562	1.201562	1.201562	0.051951	0.051951	0.051951	0.249692	0.250012	0.250005	0.250292	
7080000	-1207.041318	188	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.051675	0.000000	0.000000	1.163221	0.000000	1.163221	1.163221	1.163221	0.051675	0.051675	0.051675	0.249673	0.250029	0.250005	0.250293	
7090000	-1198.609669	407	3	2	'Z 0 Z 2 1 0 1 1 1 2 2 2 	0.000000	0.037036	0.000000	0.071779	1.138107	0.037036	1.138107	1.138107	1.138107	0.071779	0.071779	0.071779	0.249999	0.250000	0.250000	0.250001	
7100000	-1206.597128	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.060845	0.000000	0.060845	1.206890	0.000000	1.206890	1.206890	1.206890	0.060845	0.060845	0.060845	0.249934	0.250003	0.250001	0.250062	
7110000	-1205.899265	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.055592	0.000000	0.055592	1.146363	0.000000	1.146363	1.146363	1.146363	0.055592	0.055592	0.055592	0.249836	0.250007	0.250003	0.250154	
7120000	-1206.199884	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.046148	0.000000	0.046148	0.898988	0.046148	0.898988	0.898988	0.898988	0.046148	0.046148	0.046148	0.249987	0.250001	0.250000	0.250011	
7130000	-1204.816748	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.056399	0.000000	0.000000	1.269833	0.056399	1.269833	1.269833	1.269833	0.056399	0.056399	0.056399	0.249999	0.250000	0.250000	0.250001	
7140000	-1204.769923	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.046413	0.000000	0.046413	1.079319	0.046413	1.079319	1.079319	1.079319	0.046413	0.046413	0.046413	0.249988	0.250001	0.250000	0.250011	
7150000	-1203.634691	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.050518	0.000000	0.050518	1.209917	0.000000	1.209917	1.209917	1.209917	0.050518	0.050518	0.050518	0.249996	0.250000	0.250000	0.250004	
7160000	-1203.619517	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.053345	0.000000	0.053345	1.295357	0.000000	1.295357	1.295357	1.295357	0.053345	0.053345	0.053345	0.249998	0.250000	0.250000	0.250002	
7170000	-1204.476650	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.050678	0.000000	0.050678	1.386819	0.000000	1.386819	1.386819	1.386819	0.050678	0.050678	0.050678	0.249996	0.250000	0.250000	0.250004	
7180000	-1203.625429	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.054316	0.000000	0.054316	1.274636	0.000000	1.274636	1.274636	1.274636	0.054316	0.054316	0.054316	0.249999	0.250000	0.250000	0.250001	
7190000	-1203.752405	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.050646	0.000000	0.050646	1.211880	0.050646	1.211880	1.211880	1.211880	0.050646	0.050646	0.050646	0.249996	0.250000	0.250000	0.250004	
7200000	-1206.916295	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.060976	0.000000	0.000000	1.389399	0.060976	1.389399	1.389399	1.389399	0.060976	0.060976	0.060976	0.249933	0.250008	0.250001	0.250058	
7210000	-1206.065585	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.057891	0.000000	0.057891	1.110799	0.057891	1.110799	1.110799	1.110799	0.057891	0.057891	0.057891	0.249888	0.250010	0.250002	0.250100	
7220000	-1205.487055	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.052610	0.000000	0.000000	1.517947	0.000000	1.517947	1.517947	1.517947	0.052610	0.052610	0.052610	0.249998	0.250000	0.250000	0.250002	
7230000	-1205.699315	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.048657	0.000000	0.048657	0.952142	0.000000	0.952142	0.952142	0.952142	0.048657	0.048657	0.048657	0.249994	0.250000	0.250000	0.250006	
7240000	-1203.923555	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.053055	0.000000	0.053055	1.360162	0.000000	1.360162	1.360162	1.360162	0.053055	0.053055	0.053055	0.249998	0.250000	0.250000	0.250002	
7250000	-1209.338721	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.050184	0.000000	0.000000	1.740727	0.000000	1.740727	1.740727	1.740727	0.050184	0.050184	0.050184	0.249996	0.250000	0.250000	0.250004	
7260000	-1204.751754	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.056036	0.000000	0.000000	1.265225	0.000000	1.265225	1.265225	1.265225	0.056036	0.056036	0.056036	0.249999	0.250000	0.250000	0.250001	
7270000	-1209.853118	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.067386	0.000000	0.067386	1.200468	0.067386	1.200468	1.200468	1.200468	0.067386	0.067386	0.067386	0.250000	0.250000	0.250000	0.250000	
7280000	-1198.849702	407	3	3	'Z 1 Z 1 0 Z 0 0 0 2 2 1 	0.000000	0.043880	0.000000	0.043880	1.153680	0.000000	1.153680	1.153680	1.153680	0.076745	0.076745	0.043880	0.249999	0.250000	0.250000	0.250000	
7290000	-1203.972633	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.056271	0.000000	0.056271	1.215797	0.056271	1.215797	1.215797	1.215797	0.056271	0.056271	0.056271	0.249999	0.250000	0.250000	0.250001	
7300000	-1204.311227	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.053377	0.000000	0.000000	1.261181	0.000000	1.261181	1.261181	1.261181	0.053377	0.053377	0.053377	0.249998	0.250000	0.250000	0.250002	
7310000	-1204.557464	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.054001	0.000000	0.000000	1.318518	0.054001	1.318518	1.318518	1.318518	0.054001	0.054001	0.054001	0.249998	0.250000	0.250000	0.250002	
7320000	-1205.801800	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.045941	0.000000	0.000000	1.102730	0.045941	1.102730	1.102730	1.102730	0.045941	0.045941	0.045941	0.249987	0.250002	0.250000	0.250012	
7330000	-1203.663322	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.052163	0.000000	0.052163	1.091633	0.052163	1.091633	1.091633	1.091633	0.052163	0.052163	0.052163	0.249997	0.250000	0.250000	0.250002	
7340000	-1205.868289	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.060313	0.000000	0.060313	1.498563	0.000000	1.498563	1.498563	1.498563	0.060313	0.060313	0.060313	0.250000	0.250000	0.250000	0.250000	
7350000	-1204.273560	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.050972	0.000000	0.050972	1.370608	0.000000	1.370608	1.370608	1.370608	0.050972	0.050972	0.050972	0.249997	0.250000	0.250000	0.250003	
7360000	-1206.124125	188	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.060907	0.000000	0.060907	1.325552	0.000000	1.325552	1.325552	1.325552	0.060907	0.060907	0.060907	0.249935	0.250003	0.250001	0.250061	
7370000	-1198.481898	407	3	3	'Z 1 Z 2 0 Z 0 0 0 2 2 1 	0.000000	0.039269	0.000000	0.074163	1.062797	0.000000	1.062797	1.062797	1.062797	0.074163	0.074163	0.039269	0.249999	0.250000	0.250000	0.250001	
7380000	-1203.839874	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.053965	0.000000	0.053965	1.146198	0.000000	1.146198	1.146198	1.146198	0.053965	0.053965	0.053965	0.249998	0.250000	0.250000	0.250002	
7390000	-1206.225080	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.049102	0.000000	0.000000	1.430146	0.049102	1.430146	1.430146	1.430146	0.049102	0.049102	0.049102	0.249994	0.250001	0.250000	0.250005	
7400000	-1206.353249	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.059814	0.000000	0.059814	1.417615	0.059814	1.417615	1.417615	1.417615	0.059814	0.059814	0.059814	0.249920	0.250006	0.250001	0.250073	
7410000	-1204.278433	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.047880	0.000000	0.047880	1.204242	0.000000	1.204242	1.204242	1.204242	0.047880	0.047880	0.047880	0.249992	0.250000	0.250000	0.250007	
7420000	-1204.118025	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.056126	0.000000	0.056126	1.294335	0.056126	1.294335	1.294335	1.294335	0.056126	0.056126	0.056126	0.249999	0.250000	0.250000	0.250001	
7430000	-1204.875204	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.058696	0.000000	0.058696	1.153356	0.058696	1.153356	1.153356	1.153356	0.058696	0.058696	0.058696	0.249999	0.250000	0.250000	0.250000	
7440000	-1204.209921	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.057344	0.000000	0.057344	1.302112	0.000000	1.302112	1.302112	1.302112	0.057344	0.057344	0.057344	0.249999	0.250000	0.250000	0.250001	
7450000	-1207.895866	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.043866	0.000000	0.043866	0.901672	0.000000	0.901672	0.901672	0.901672	0.043866	0.043866	0.043866	0.249978	0.250001	0.250000	0.250020	
7460000	-1204.555081	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.049920	0.000000	0.049920	1.371760	0.000000	1.371760	1.371760	1.371760	0.049920	0.049920	0.049920	0.249995	0.250000	0.250000	0.250004	
7470000	-1204.102050	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.050672	0.000000	0.050672	1.074000	0.000000	1.074000	1.074000	1.074000	0.050672	0.050672	0.050672	0.249996	0.250000	0.250000	0.250004	
7480000	-1205.582061	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.049186	0.000000	0.000000	1.063672	0.000000	1.063672	1.063672	1.063672	0.049186	0.049186	0.049186	0.249994	0.250001	0.250000	0.250005	
7490000	-1204.102565	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.056647	0.000000	0.056647	1.175969	0.056647	1.175969	1.175969	1.175969	0.056647	0.056647	0.056647	0.249999	0.250000	0.250000	0.250001	
7500000	-1203.726323	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.050009	0.000000	0.050009	1.165457	0.000000	1.165457	1.165457	1.165457	0.050009	0.050009	0.050009	0.249996	0.250000	0.250000	0.250004	
7510000	-1203.504042	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.052512	0.000000	0.052512	1.218586	0.000000	1.218586	1.218586	1.218586	0.052512	0.052512	0.052512	0.249998	0.250000	0.250000	0.250002	
7520000	-1205.401097	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056497	0.000000	0.056497	1.058631	0.000000	1.058631	1.058631	1.058631	0.056497	0.056497	0.056497	0.249999	0.250000	0.250000	0.250001	
7530000	-1205.845827	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.053200	0.000000	0.000000	1.489847	0.053200	1.489847	1.489847	1.489847	0.053200	0.053200	0.053200	0.249998	0.250000	0.250000	0.250002	
7540000	-1205.654074	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.046167	0.000000	0.000000	1.204871	0.000000	1.204871	1.204871	1.204871	0.046167	0.046167	0.046167	0.249988	0.250001	0.250000	0.250011	
7550000	-1203.508651	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.052682	0.000000	0.052682	1.239089	0.000000	1.239089	1.239089	1.239089	0.052682	0.052682	0.052682	0.249998	0.250000	0.250000	0.250002	
7560000	-1206.006764	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.058121	0.000000	0.000000	1.188177	0.000000	1.188177	1.188177	1.188177	0.058121	0.058121	0.058121	0.249999	0.250000	0.250000	0.250001	
7570000	-1206.679975	407	2	2	'Z 0 Z 1 1 0 1 1 1 0 0 0 	0.000000	0.049282	0.000000	0.732127	0.732127	0.049282	0.732127	0.732127	0.732127	0.049282	0.049282	0.049282	0.249998	0.249999	0.250000	0.250003	
7580000	-1204.854486	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.055778	0.000000	0.055778	1.481246	0.000000	1.481246	1.481246	1.481246	0.055778	0.055778	0.055778	0.249999	0.250000	0.250000	0.250001	
