Options:
Model:                           MultiState
Tree File Name:                  ww_trees.nex
Data File Name:                  ww_gen_sys.txt
Log File Name:                   world_gender_system-RJHPoutput.log.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1436681863
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_gender_system-RJHPoutput.log.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          RJ MCMC
    q02                          RJ MCMC
    q03                          RJ MCMC
    q10                          RJ MCMC
    q12                          RJ MCMC
    q13                          RJ MCMC
    q20                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q30                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
5510000	-1203.571707	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.053967	0.000000	0.053967	1.241497	0.000000	1.241497	1.241497	1.241497	0.053967	0.053967	0.053967	0.249998	0.250000	0.250000	0.250002	
5520000	-1200.754519	407	3	3	'Z 0 Z 0 1 Z 1 1 1 2 2 0 	0.000000	0.050949	0.000000	0.050949	1.287175	0.000000	1.287175	1.287175	1.287175	0.061562	0.061562	0.050949	0.249999	0.250000	0.250000	0.250001	
5530000	-1204.549492	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.051079	0.000000	0.000000	1.283362	0.051079	1.283362	1.283362	1.283362	0.051079	0.051079	0.051079	0.249996	0.250000	0.250000	0.250003	
5540000	-1204.156310	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.052746	0.000000	0.052746	1.390943	0.000000	1.390943	1.390943	1.390943	0.052746	0.052746	0.052746	0.249998	0.250000	0.250000	0.250002	
5550000	-1206.231644	188	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.059079	0.000000	0.059079	1.483036	0.000000	1.483036	1.483036	1.483036	0.059079	0.059079	0.059079	0.249911	0.250003	0.250001	0.250084	
5560000	-1205.957710	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.059751	0.000000	0.000000	1.486739	0.000000	1.486739	1.486739	1.486739	0.059751	0.059751	0.059751	0.250000	0.250000	0.250000	0.250000	
5570000	-1205.017933	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.057081	0.000000	0.000000	1.320899	0.057081	1.320899	1.320899	1.320899	0.057081	0.057081	0.057081	0.249999	0.250000	0.250000	0.250001	
5580000	-1204.554916	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056605	0.000000	0.056605	1.432366	0.000000	1.432366	1.432366	1.432366	0.056605	0.056605	0.056605	0.249999	0.250000	0.250000	0.250001	
5590000	-1201.098239	407	3	4	'Z 1 Z Z 2 Z 2 0 0 1 1 1 	0.000000	0.051892	0.000000	0.000000	1.244037	0.000000	1.244037	1.029841	1.029841	0.051892	0.051892	0.051892	0.249997	0.250000	0.250000	0.250003	
5600000	-1204.532253	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.055414	0.000000	0.000000	1.295832	0.000000	1.295832	1.295832	1.295832	0.055414	0.055414	0.055414	0.249999	0.250000	0.250000	0.250001	
5610000	-1203.751891	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.053198	0.000000	0.053198	1.143163	0.000000	1.143163	1.143163	1.143163	0.053198	0.053198	0.053198	0.249998	0.250000	0.250000	0.250002	
5620000	-1203.892456	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.050000	0.000000	0.050000	1.113176	0.000000	1.113176	1.113176	1.113176	0.050000	0.050000	0.050000	0.249995	0.250000	0.250000	0.250004	
5630000	-1207.067498	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.062248	0.000000	0.062248	1.534577	0.000000	1.534577	1.534577	1.534577	0.062248	0.062248	0.062248	0.249949	0.250002	0.250001	0.250048	
5640000	-1206.374802	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.053022	0.000000	0.000000	1.230398	0.053022	1.230398	1.230398	1.230398	0.053022	0.053022	0.053022	0.249743	0.250031	0.250004	0.250222	
5650000	-1205.780091	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.057973	0.000000	0.057973	1.215312	0.000000	1.215312	1.215312	1.215312	0.057973	0.057973	0.057973	0.249892	0.250005	0.250002	0.250102	
5660000	-1206.196917	188	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.056266	0.000000	0.000000	1.292271	0.000000	1.292271	1.292271	1.292271	0.056266	0.056266	0.056266	0.249851	0.250013	0.250002	0.250134	
5670000	-1204.587563	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.054774	0.000000	0.000000	1.309306	0.054774	1.309306	1.309306	1.309306	0.054774	0.054774	0.054774	0.249999	0.250000	0.250000	0.250001	
5680000	-1204.281156	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.053328	0.000000	0.000000	1.310777	0.000000	1.310777	1.310777	1.310777	0.053328	0.053328	0.053328	0.249998	0.250000	0.250000	0.250002	
5690000	-1202.043350	407	3	3	'Z 0 Z 0 2 Z 1 2 2 0 0 0 	0.000000	0.050375	0.000000	0.050375	1.046181	0.000000	1.654394	1.046181	1.046181	0.050375	0.050375	0.050375	0.249995	0.250000	0.249999	0.250006	
5700000	-1205.399050	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.047241	0.000000	0.000000	1.080965	0.047241	1.080965	1.080965	1.080965	0.047241	0.047241	0.047241	0.249990	0.250001	0.250000	0.250008	
5710000	-1204.366529	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.057036	0.000000	0.057036	1.386407	0.000000	1.386407	1.386407	1.386407	0.057036	0.057036	0.057036	0.249999	0.250000	0.250000	0.250001	
5720000	-1204.680809	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.054489	0.000000	0.054489	1.006513	0.054489	1.006513	1.006513	1.006513	0.054489	0.054489	0.054489	0.249998	0.250000	0.250000	0.250001	
5730000	-1205.157742	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.045678	0.000000	0.045678	1.151658	0.000000	1.151658	1.151658	1.151658	0.045678	0.045678	0.045678	0.249986	0.250000	0.250000	0.250013	
5740000	-1204.568658	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.048616	0.000000	0.048616	1.318236	0.000000	1.318236	1.318236	1.318236	0.048616	0.048616	0.048616	0.249994	0.250000	0.250000	0.250006	
5750000	-1202.233258	407	3	3	'Z 0 Z Z 1 0 1 2 2 0 0 0 	0.000000	0.054057	0.000000	0.000000	1.276374	0.054057	1.276374	0.562931	0.562931	0.054057	0.054057	0.054057	0.249998	0.250000	0.250000	0.250003	
5760000	-1204.419747	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.055144	0.000000	0.055144	1.103700	0.000000	1.103700	1.103700	1.103700	0.055144	0.055144	0.055144	0.249999	0.250000	0.250000	0.250001	
5770000	-1203.778666	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.053429	0.000000	0.053429	1.143304	0.000000	1.143304	1.143304	1.143304	0.053429	0.053429	0.053429	0.249998	0.250000	0.250000	0.250002	
5780000	-1203.859534	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055708	0.000000	0.055708	1.219731	0.055708	1.219731	1.219731	1.219731	0.055708	0.055708	0.055708	0.249999	0.250000	0.250000	0.250001	
5790000	-1206.625646	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.049770	0.000000	0.000000	0.942083	0.049770	0.942083	0.942083	0.942083	0.049770	0.049770	0.049770	0.249995	0.250001	0.250000	0.250004	
5800000	-1204.066416	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.052632	0.000000	0.052632	1.313714	0.052632	1.313714	1.313714	1.313714	0.052632	0.052632	0.052632	0.249998	0.250000	0.250000	0.250002	
5810000	-1205.947710	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.045718	0.000000	0.000000	1.187474	0.045718	1.187474	1.187474	1.187474	0.045718	0.045718	0.045718	0.249986	0.250002	0.250000	0.250012	
5820000	-1205.202626	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.052970	0.000000	0.052970	0.944748	0.052970	0.944748	0.944748	0.944748	0.052970	0.052970	0.052970	0.249998	0.250000	0.250000	0.250002	
5830000	-1207.313444	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.054652	0.000000	0.000000	1.498054	0.054652	1.498054	1.498054	1.498054	0.054652	0.054652	0.054652	0.249805	0.250020	0.250003	0.250172	
5840000	-1206.798813	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.049079	0.000000	0.049079	1.157037	0.049079	1.157037	1.157037	1.157037	0.049079	0.049079	0.049079	0.249494	0.250037	0.250008	0.250461	
5850000	-1204.596770	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.057503	0.000000	0.057503	1.413317	0.000000	1.413317	1.413317	1.413317	0.057503	0.057503	0.057503	0.249999	0.250000	0.250000	0.250001	
5860000	-1205.464874	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.045893	0.000000	0.045893	0.970277	0.045893	0.970277	0.970277	0.970277	0.045893	0.045893	0.045893	0.249987	0.250001	0.250000	0.250012	
5870000	-1204.079868	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.056469	0.000000	0.056469	1.263145	0.056469	1.263145	1.263145	1.263145	0.056469	0.056469	0.056469	0.249999	0.250000	0.250000	0.250001	
5880000	-1203.793013	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.052128	0.000000	0.052128	1.262072	0.052128	1.262072	1.262072	1.262072	0.052128	0.052128	0.052128	0.249997	0.250000	0.250000	0.250003	
5890000	-1204.636904	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.050391	0.000000	0.000000	1.164363	0.000000	1.164363	1.164363	1.164363	0.050391	0.050391	0.050391	0.249996	0.250000	0.250000	0.250004	
5900000	-1203.851064	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.049427	0.000000	0.049427	1.218784	0.000000	1.218784	1.218784	1.218784	0.049427	0.049427	0.049427	0.249995	0.250000	0.250000	0.250005	
5910000	-1205.064872	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.047765	0.000000	0.047765	0.953931	0.047765	0.953931	0.953931	0.953931	0.047765	0.047765	0.047765	0.249992	0.250001	0.250000	0.250007	
5920000	-1204.488600	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.047098	0.000000	0.047098	1.109630	0.047098	1.109630	1.109630	1.109630	0.047098	0.047098	0.047098	0.249990	0.250001	0.250000	0.250009	
5930000	-1199.423097	407	3	2	'Z 1 Z 2 0 2 0 0 0 1 2 2 	0.000000	0.045019	0.000000	0.073341	1.035325	0.073341	1.035325	1.035325	1.035325	0.045019	0.073341	0.073341	0.249997	0.250000	0.250000	0.250002	
5940000	-1204.540165	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.051577	0.000000	0.000000	1.131890	0.051577	1.131890	1.131890	1.131890	0.051577	0.051577	0.051577	0.249997	0.250000	0.250000	0.250003	
5950000	-1199.303743	407	3	4	'Z 0 Z Z 2 Z 2 1 1 0 0 0 	0.000000	0.056905	0.000000	0.000000	1.413762	0.000000	1.413762	0.872984	0.872984	0.056905	0.056905	0.056905	0.249999	0.250000	0.250000	0.250001	
5960000	-1204.727080	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050732	0.000000	0.050732	1.355318	0.050732	1.355318	1.355318	1.355318	0.050732	0.050732	0.050732	0.249996	0.250000	0.250000	0.250004	
5970000	-1204.982400	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.051487	0.000000	0.051487	1.458528	0.000000	1.458528	1.458528	1.458528	0.051487	0.051487	0.051487	0.249997	0.250000	0.250000	0.250003	
5980000	-1209.046519	407	2	3	'Z 0 Z 1 1 Z 1 1 1 0 0 0 	0.000000	0.053426	0.000000	0.891144	0.891144	0.000000	0.891144	0.891144	0.891144	0.053426	0.053426	0.053426	0.249999	0.250000	0.250000	0.250001	
5990000	-1209.331854	242	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.050145	0.000000	0.523368	0.000000	0.523368	0.523368	0.523368	0.523368	0.050145	0.050145	0.050145	0.249953	0.250002	0.250002	0.250044	
6000000	-1200.902897	407	3	2	'Z 2 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.026775	0.000000	0.483199	0.057655	0.483199	0.483199	0.483199	0.483199	0.057655	0.057655	0.057655	0.249980	0.250001	0.250001	0.250018	
6010000	-1205.917487	854	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.056443	0.000000	0.629979	0.056443	0.629979	0.629979	0.629979	0.629979	0.056443	0.056443	0.056443	0.249986	0.250000	0.250000	0.250013	
6020000	-1205.726646	340	2	2	'Z 0 Z 1 0 1 1 1 1 0 0 0 	0.000000	0.051299	0.000000	0.581763	0.051299	0.581763	0.581763	0.581763	0.581763	0.051299	0.051299	0.051299	0.249997	0.250000	0.250000	0.250003	
6030000	-1205.813429	854	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.054828	0.000000	0.529717	0.000000	0.529717	0.529717	0.529717	0.529717	0.054828	0.054828	0.054828	0.249981	0.250001	0.250001	0.250018	
6040000	-1205.890441	854	2	2	'Z 0 Z 1 0 1 1 1 1 0 0 0 	0.000000	0.055553	0.000000	0.533831	0.055553	0.533831	0.533831	0.533831	0.533831	0.055553	0.055553	0.055553	0.249983	0.250001	0.250001	0.250015	
6050000	-1206.142629	407	2	3	'Z 0 Z 1 Z 1 1 1 1 0 0 0 	0.000000	0.048677	0.000000	0.459102	0.000000	0.459102	0.459102	0.459102	0.459102	0.048677	0.048677	0.048677	0.249994	0.250000	0.250000	0.250005	
6060000	-1205.848777	407	2	3	'Z 1 Z 0 Z 0 0 0 0 1 1 1 	0.000000	0.048998	0.000000	0.545050	0.000000	0.545050	0.545050	0.545050	0.545050	0.048998	0.048998	0.048998	0.249995	0.250000	0.250000	0.250005	
6070000	-1208.266163	854	2	2	'Z 1 Z 0 1 0 0 0 0 1 1 1 	0.000000	0.045006	0.000000	0.437156	0.045006	0.437156	0.437156	0.437156	0.437156	0.045006	0.045006	0.045006	0.249835	0.250006	0.250006	0.250152	
6080000	-1206.589676	340	2	3	'Z 0 Z 1 Z 1 1 1 1 0 0 0 	0.000000	0.044348	0.000000	0.556799	0.000000	0.556799	0.556799	0.556799	0.556799	0.044348	0.044348	0.044348	0.249986	0.250000	0.250000	0.250013	
6090000	-1208.670846	854	2	2	'Z 0 Z 1 1 0 1 1 1 0 0 0 	0.000000	0.048282	0.000000	0.752824	0.752824	0.048282	0.752824	0.752824	0.752824	0.048282	0.048282	0.048282	0.249953	0.249981	0.250001	0.250066	
6100000	-1203.609923	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050740	0.000000	0.050740	1.139362	0.050740	1.139362	1.139362	1.139362	0.050740	0.050740	0.050740	0.249996	0.250000	0.250000	0.250004	
6110000	-1204.234968	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.047945	0.000000	0.047945	1.073227	0.047945	1.073227	1.073227	1.073227	0.047945	0.047945	0.047945	0.249992	0.250001	0.250000	0.250007	
6120000	-1207.051933	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.054429	0.000000	0.000000	1.601542	0.054429	1.601542	1.601542	1.601542	0.054429	0.054429	0.054429	0.249998	0.250000	0.250000	0.250001	
6130000	-1203.757407	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.050756	0.000000	0.050756	1.217799	0.050756	1.217799	1.217799	1.217799	0.050756	0.050756	0.050756	0.249996	0.250000	0.250000	0.250004	
6140000	-1211.006169	105	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.051195	0.000000	0.051195	0.973154	0.051195	0.973154	0.973154	0.973154	0.051195	0.051195	0.051195	0.249999	0.250000	0.250000	0.250001	
6150000	-1210.036459	483	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053958	0.000000	0.053958	1.066593	0.053958	1.066593	1.066593	1.066593	0.053958	0.053958	0.053958	0.249951	0.250004	0.250001	0.250044	
6160000	-1206.409627	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.058276	0.000000	0.000000	1.372762	0.058276	1.372762	1.372762	1.372762	0.058276	0.058276	0.058276	0.249895	0.250012	0.250002	0.250091	
6170000	-1203.966379	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.050958	0.000000	0.050958	1.035887	0.050958	1.035887	1.035887	1.035887	0.050958	0.050958	0.050958	0.249996	0.250000	0.250000	0.250003	
6180000	-1203.845005	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.049364	0.000000	0.049364	1.153081	0.049364	1.153081	1.153081	1.153081	0.049364	0.049364	0.049364	0.249994	0.250000	0.250000	0.250005	
6190000	-1205.577110	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.047784	0.000000	0.000000	1.303324	0.047784	1.303324	1.303324	1.303324	0.047784	0.047784	0.047784	0.249992	0.250001	0.250000	0.250007	
6200000	-1203.639325	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.054300	0.000000	0.054300	1.171468	0.054300	1.171468	1.171468	1.171468	0.054300	0.054300	0.054300	0.249998	0.250000	0.250000	0.250001	
6210000	-1204.140137	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.056285	0.000000	0.056285	1.293090	0.056285	1.293090	1.293090	1.293090	0.056285	0.056285	0.056285	0.249999	0.250000	0.250000	0.250001	
6220000	-1205.165830	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.057380	0.000000	0.000000	1.352879	0.057380	1.352879	1.352879	1.352879	0.057380	0.057380	0.057380	0.249999	0.250000	0.250000	0.250001	
6230000	-1203.716372	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.054573	0.000000	0.054573	1.197813	0.000000	1.197813	1.197813	1.197813	0.054573	0.054573	0.054573	0.249999	0.250000	0.250000	0.250001	
6240000	-1206.660818	188	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.054394	0.000000	0.000000	1.137160	0.054394	1.137160	1.137160	1.137160	0.054394	0.054394	0.054394	0.249796	0.250027	0.250003	0.250173	
6250000	-1203.817529	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.052609	0.000000	0.052609	1.337084	0.000000	1.337084	1.337084	1.337084	0.052609	0.052609	0.052609	0.249998	0.250000	0.250000	0.250002	
6260000	-1203.884011	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.054070	0.000000	0.054070	1.141688	0.000000	1.141688	1.141688	1.141688	0.054070	0.054070	0.054070	0.249998	0.250000	0.250000	0.250001	
6270000	-1205.556230	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.046655	0.000000	0.000000	1.267050	0.000000	1.267050	1.267050	1.267050	0.046655	0.046655	0.046655	0.249989	0.250001	0.250000	0.250010	
6280000	-1203.545285	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.052746	0.000000	0.052746	1.189424	0.000000	1.189424	1.189424	1.189424	0.052746	0.052746	0.052746	0.249998	0.250000	0.250000	0.250002	
6290000	-1205.269062	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.058231	0.000000	0.000000	1.418796	0.000000	1.418796	1.418796	1.418796	0.058231	0.058231	0.058231	0.249999	0.250000	0.250000	0.250001	
6300000	-1203.547399	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.053115	0.000000	0.053115	1.153057	0.053115	1.153057	1.153057	1.153057	0.053115	0.053115	0.053115	0.249998	0.250000	0.250000	0.250002	
6310000	-1204.528607	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.050045	0.000000	0.000000	1.165967	0.050045	1.165967	1.165967	1.165967	0.050045	0.050045	0.050045	0.249995	0.250001	0.250000	0.250004	
6320000	-1205.156536	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.051508	0.000000	0.000000	1.460839	0.000000	1.460839	1.460839	1.460839	0.051508	0.051508	0.051508	0.249997	0.250000	0.250000	0.250003	
6330000	-1204.685469	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.050769	0.000000	0.000000	1.302434	0.050769	1.302434	1.302434	1.302434	0.050769	0.050769	0.050769	0.249996	0.250000	0.250000	0.250004	
6340000	-1204.047083	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.056478	0.000000	0.056478	1.181457	0.056478	1.181457	1.181457	1.181457	0.056478	0.056478	0.056478	0.249999	0.250000	0.250000	0.250001	
6350000	-1201.387078	407	3	3	'Z 0 Z 0 2 Z 2 1 2 0 0 0 	0.000000	0.050389	0.000000	0.050389	1.197777	0.000000	1.197777	0.793706	1.197777	0.050389	0.050389	0.050389	0.249996	0.250000	0.250000	0.250004	
6360000	-1206.928639	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.063362	0.000000	0.063362	1.463734	0.000000	1.463734	1.463734	1.463734	0.063362	0.063362	0.063362	0.250000	0.250000	0.250000	0.250000	
6370000	-1204.922034	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.056933	0.000000	0.000000	1.288274	0.000000	1.288274	1.288274	1.288274	0.056933	0.056933	0.056933	0.249999	0.250000	0.250000	0.250001	
6380000	-1205.059684	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.054417	0.000000	0.054417	1.503478	0.000000	1.503478	1.503478	1.503478	0.054417	0.054417	0.054417	0.249999	0.250000	0.250000	0.250001	
6390000	-1205.323707	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.057923	0.000000	0.000000	1.269920	0.000000	1.269920	1.269920	1.269920	0.057923	0.057923	0.057923	0.249999	0.250000	0.250000	0.250001	
6400000	-1204.580708	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.048209	0.000000	0.048209	1.049355	0.000000	1.049355	1.049355	1.049355	0.048209	0.048209	0.048209	0.249993	0.250000	0.250000	0.250007	
6410000	-1204.507183	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.055269	0.000000	0.000000	1.294242	0.000000	1.294242	1.294242	1.294242	0.055269	0.055269	0.055269	0.249999	0.250000	0.250000	0.250001	
6420000	-1206.360541	188	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.056142	0.000000	0.000000	1.459291	0.000000	1.459291	1.459291	1.459291	0.056142	0.056142	0.056142	0.249849	0.250011	0.250002	0.250138	
6430000	-1203.810879	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.052690	0.000000	0.052690	1.272771	0.052690	1.272771	1.272771	1.272771	0.052690	0.052690	0.052690	0.249998	0.250000	0.250000	0.250002	
6440000	-1204.479157	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.050281	0.000000	0.000000	1.206049	0.050281	1.206049	1.206049	1.206049	0.050281	0.050281	0.050281	0.249995	0.250001	0.250000	0.250004	
6450000	-1206.169648	188	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.055987	0.000000	0.000000	1.304939	0.055987	1.304939	1.304939	1.304939	0.055987	0.055987	0.055987	0.249844	0.250018	0.250002	0.250135	
6460000	-1204.667594	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.055992	0.000000	0.000000	1.379162	0.000000	1.379162	1.379162	1.379162	0.055992	0.055992	0.055992	0.249999	0.250000	0.250000	0.250001	
6470000	-1203.731000	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.052297	0.000000	0.052297	1.078369	0.052297	1.078369	1.078369	1.078369	0.052297	0.052297	0.052297	0.249997	0.250000	0.250000	0.250002	
6480000	-1203.701590	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.053268	0.000000	0.053268	1.318223	0.000000	1.318223	1.318223	1.318223	0.053268	0.053268	0.053268	0.249998	0.250000	0.250000	0.250002	
6490000	-1204.658846	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.053877	0.000000	0.053877	1.394966	0.053877	1.394966	1.394966	1.394966	0.053877	0.053877	0.053877	0.249998	0.250000	0.250000	0.250002	
6500000	-1205.066817	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.046836	0.000000	0.046836	0.978307	0.046836	0.978307	0.978307	0.978307	0.046836	0.046836	0.046836	0.249989	0.250001	0.250000	0.250009	
6510000	-1204.042373	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.055951	0.000000	0.055951	1.189425	0.000000	1.189425	1.189425	1.189425	0.055951	0.055951	0.055951	0.249999	0.250000	0.250000	0.250001	
6520000	-1207.446866	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.046320	0.000000	0.046320	0.829478	0.046320	0.829478	0.829478	0.829478	0.046320	0.046320	0.046320	0.249988	0.250001	0.250000	0.250011	
6530000	-1204.546491	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.049538	0.000000	0.000000	1.249731	0.000000	1.249731	1.249731	1.249731	0.049538	0.049538	0.049538	0.249995	0.250000	0.250000	0.250005	
6540000	-1204.870647	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.048900	0.000000	0.000000	1.109083	0.048900	1.109083	1.109083	1.109083	0.048900	0.048900	0.048900	0.249994	0.250001	0.250000	0.250006	
