Options:
Model:                           MultiState
Tree File Name:                  trees_ww.nex
Data File Name:                  ww_nom_sys.txt
Log File Name:                   world_nom-RJHPoutput.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1214870298
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_nom-RJHPoutput.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               1,2,3,4
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q14                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
    q34                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q13	q14	q21	q23	q24	q31	q32	q34	q41	q42	q43	Root P(1)	Root P(2)	Root P(3)	Root P(4)	
5520000	-1014.431633	412	3	1	'2 Z 2 1 0 2 2 1 2 0 0 0 	0.115628	0.000000	0.115628	0.357738	0.007562	0.115628	0.115628	0.357738	0.115628	0.007562	0.007562	0.007562	0.250000	0.250000	0.250000	0.249999	
5530000	-1014.904874	412	3	1	'2 Z 2 1 0 2 2 1 2 0 0 0 	0.112076	0.000000	0.112076	0.397117	0.008082	0.112076	0.112076	0.397117	0.112076	0.008082	0.008082	0.008082	0.250000	0.250000	0.250000	0.249999	
5540000	-1016.046254	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.101410	0.000000	0.101410	0.494653	0.007482	0.101410	0.007482	0.494653	0.101410	0.007482	0.007482	0.007482	0.250001	0.250001	0.250001	0.249997	
5550000	-1015.577640	412	3	3	'2 Z 2 1 Z 2 Z 1 1 0 0 0 	0.099261	0.000000	0.099261	0.298847	0.000000	0.099261	0.000000	0.298847	0.298847	0.007674	0.007674	0.007674	0.250003	0.250003	0.249999	0.249994	
5560000	-1014.831799	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.120470	0.007676	0.120470	0.316061	0.007676	0.120470	0.007676	0.316061	0.316061	0.007676	0.007676	0.007676	0.250000	0.250000	0.250000	0.249999	
5570000	-1013.011809	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.120317	0.000000	0.120317	0.391649	0.007347	0.120317	0.000000	0.391649	0.120317	0.007347	0.007347	0.007347	0.250000	0.250000	0.250000	0.249999	
5580000	-1012.415456	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.114662	0.000000	0.114662	0.389111	0.007543	0.114662	0.000000	0.389111	0.389111	0.007543	0.007543	0.007543	0.250001	0.250001	0.250000	0.249999	
5590000	-1014.431400	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.100646	0.007244	0.100646	0.293061	0.007244	0.100646	0.000000	0.293061	0.293061	0.007244	0.007244	0.007244	0.250003	0.250003	0.250000	0.249995	
5600000	-1023.894492	548	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.113095	0.008235	0.113095	0.529513	0.008235	0.113095	0.008235	0.529513	0.529513	0.008235	0.008235	0.008235	0.250038	0.250038	0.249991	0.249933	
5610000	-1013.770823	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.116542	0.006696	0.116542	0.388567	0.006696	0.116542	0.000000	0.388567	0.388567	0.006696	0.006696	0.006696	0.250001	0.250001	0.250000	0.249999	
5620000	-1014.118428	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.103557	0.000000	0.103557	0.402278	0.007628	0.103557	0.007628	0.402278	0.103557	0.007628	0.007628	0.007628	0.250001	0.250001	0.250001	0.249998	
5630000	-1014.730199	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.109592	0.008657	0.109592	0.369144	0.008657	0.109592	0.000000	0.369144	0.369144	0.008657	0.008657	0.008657	0.250001	0.250001	0.250000	0.249999	
5640000	-1019.826969	412	3	1	'2 0 2 1 0 2 0 1 Z 0 0 0 	0.123687	0.006833	0.123687	0.611182	0.006833	0.123687	0.006833	0.611182	0.000000	0.006833	0.006833	0.006833	0.250000	0.250000	0.250000	0.250000	
5650000	-1015.024451	412	3	2	'2 0 2 1 Z 2 Z 1 1 0 0 0 	0.124105	0.006454	0.124105	0.326550	0.000000	0.124105	0.000000	0.326550	0.326550	0.006454	0.006454	0.006454	0.250000	0.250000	0.250000	0.249999	
5660000	-1021.588459	412	3	1	'1 Z 1 2 0 1 0 1 1 0 0 0 	0.120136	0.000000	0.120136	0.259932	0.006018	0.120136	0.006018	0.120136	0.120136	0.006018	0.006018	0.006018	0.250001	0.250001	0.250001	0.249998	
5670000	-1022.562622	412	3	1	'1 0 1 2 Z 1 1 1 1 0 0 0 	0.129562	0.007066	0.129562	0.297805	0.000000	0.129562	0.129562	0.129562	0.129562	0.007066	0.007066	0.007066	0.250000	0.250000	0.250000	0.250000	
5680000	-1014.006792	412	3	3	'1 Z 1 2 Z 2 Z 2 2 0 0 0 	0.098875	0.000000	0.098875	0.270930	0.000000	0.270930	0.000000	0.270930	0.270930	0.007866	0.007866	0.007866	0.250000	0.250000	0.250000	0.250000	
5690000	-1016.961034	412	3	1	'1 0 1 2 0 2 Z 2 2 0 0 0 	0.099188	0.009222	0.099188	0.316608	0.009222	0.316608	0.000000	0.316608	0.316608	0.009222	0.009222	0.009222	0.250000	0.250000	0.250000	0.250000	
5700000	-1016.373851	412	3	0	'2 0 2 1 0 1 0 1 1 0 0 0 	0.107953	0.006720	0.107953	0.291806	0.006720	0.291806	0.006720	0.291806	0.291806	0.006720	0.006720	0.006720	0.250000	0.250000	0.250000	0.250000	
5710000	-1014.997816	412	3	0	'2 0 2 1 0 1 0 1 1 0 0 0 	0.102720	0.007560	0.102720	0.276568	0.007560	0.276568	0.007560	0.276568	0.276568	0.007560	0.007560	0.007560	0.250000	0.250000	0.250000	0.250000	
5720000	-1013.814011	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.091956	0.000000	0.091956	0.299664	0.008505	0.299664	0.008505	0.299664	0.299664	0.008505	0.008505	0.008505	0.250000	0.250000	0.250000	0.250000	
5730000	-1016.562807	412	3	1	'1 0 1 2 Z 2 0 2 1 0 0 0 	0.096201	0.008108	0.096201	0.294472	0.000000	0.294472	0.008108	0.294472	0.096201	0.008108	0.008108	0.008108	0.250000	0.250000	0.250000	0.250000	
5740000	-1017.390429	412	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.114436	0.007026	0.114436	0.252439	0.007026	0.252439	0.007026	0.252439	0.252439	0.007026	0.007026	0.007026	0.250000	0.250000	0.250000	0.250000	
5750000	-1012.780578	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.096854	0.000000	0.096854	0.266319	0.007437	0.266319	0.007437	0.266319	0.266319	0.007437	0.007437	0.007437	0.250000	0.250000	0.250000	0.249999	
5760000	-1014.784700	412	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.100057	0.007845	0.100057	0.261382	0.007845	0.261382	0.007845	0.261382	0.261382	0.007845	0.007845	0.007845	0.250000	0.250000	0.250000	0.250000	
5770000	-1013.327260	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.100750	0.000000	0.100750	0.258698	0.006797	0.258698	0.006797	0.258698	0.258698	0.006797	0.006797	0.006797	0.250000	0.250000	0.250000	0.250000	
5780000	-1014.392853	412	3	1	'2 Z 2 1 0 1 2 1 1 0 0 0 	0.091896	0.000000	0.091896	0.253557	0.006450	0.253557	0.091896	0.253557	0.253557	0.006450	0.006450	0.006450	0.250001	0.250000	0.250000	0.249999	
5790000	-1014.688038	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.105752	0.000000	0.105752	0.227600	0.006388	0.227600	0.000000	0.227600	0.227600	0.006388	0.006388	0.006388	0.250000	0.250000	0.250000	0.250000	
5800000	-1014.976941	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.105945	0.000000	0.105945	0.315509	0.008144	0.315509	0.008144	0.315509	0.315509	0.008144	0.008144	0.008144	0.250000	0.250000	0.250000	0.250000	
5810000	-1018.556398	412	3	0	'2 0 2 1 0 1 0 1 1 0 0 0 	0.079583	0.004937	0.079583	0.247124	0.004937	0.247124	0.004937	0.247124	0.247124	0.004937	0.004937	0.004937	0.250012	0.250003	0.249997	0.249987	
5820000	-1014.303995	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.105143	0.000000	0.105143	0.438787	0.007632	0.105143	0.000000	0.438787	0.438787	0.007632	0.007632	0.007632	0.250002	0.250002	0.250000	0.249997	
5830000	-1014.354533	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.117322	0.007485	0.117322	0.426547	0.007485	0.117322	0.000000	0.426547	0.426547	0.007485	0.007485	0.007485	0.250000	0.250000	0.250000	0.249999	
5840000	-1013.306812	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.111924	0.000000	0.111924	0.378207	0.006345	0.111924	0.006345	0.378207	0.111924	0.006345	0.006345	0.006345	0.250001	0.250001	0.250001	0.249997	
5850000	-1018.256924	412	3	1	'1 0 1 2 Z 1 0 2 0 0 0 0 	0.130207	0.006004	0.130207	0.471482	0.000000	0.130207	0.006004	0.471482	0.006004	0.006004	0.006004	0.006004	0.250000	0.250000	0.250000	0.250000	
5860000	-1014.485725	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.114214	0.008175	0.114214	0.414656	0.008175	0.114214	0.000000	0.414656	0.414656	0.008175	0.008175	0.008175	0.250000	0.250000	0.250000	0.249999	
5870000	-1017.245758	412	3	1	'1 Z 1 2 0 1 0 2 0 0 0 0 	0.135865	0.000000	0.135865	0.414421	0.006583	0.135865	0.006583	0.414421	0.006583	0.006583	0.006583	0.006583	0.250000	0.250000	0.250000	0.250000	
5880000	-1014.498468	412	3	2	'2 0 2 1 Z 2 Z 1 2 0 0 0 	0.115007	0.007082	0.115007	0.409228	0.000000	0.115007	0.000000	0.409228	0.115007	0.007082	0.007082	0.007082	0.250000	0.250000	0.250000	0.249999	
5890000	-1014.876503	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.122624	0.000000	0.122624	0.412428	0.005586	0.122624	0.005586	0.412428	0.122624	0.005586	0.005586	0.005586	0.250000	0.250000	0.250000	0.249999	
5900000	-1014.886726	412	3	0	'2 0 2 1 0 2 0 1 2 0 0 0 	0.119500	0.006400	0.119500	0.458536	0.006400	0.119500	0.006400	0.458536	0.119500	0.006400	0.006400	0.006400	0.250000	0.250000	0.250000	0.249999	
5910000	-1019.218446	412	3	0	'2 0 2 1 0 2 0 1 0 0 0 0 	0.106589	0.007113	0.106589	0.356255	0.007113	0.106589	0.007113	0.356255	0.007113	0.007113	0.007113	0.007113	0.250000	0.250000	0.250002	0.249997	
5920000	-1014.308304	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.106862	0.000000	0.106862	0.318971	0.006174	0.106862	0.000000	0.318971	0.106862	0.006174	0.006174	0.006174	0.250002	0.250002	0.250002	0.249995	
5930000	-1015.003904	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.121854	0.000000	0.121854	0.347296	0.008533	0.121854	0.008533	0.347296	0.121854	0.008533	0.008533	0.008533	0.250000	0.250000	0.250000	0.250000	
5940000	-1014.621897	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.096475	0.007336	0.096475	0.370541	0.007336	0.096475	0.000000	0.370541	0.370541	0.007336	0.007336	0.007336	0.250004	0.250004	0.249999	0.249993	
5950000	-1014.286720	412	3	2	'2 0 2 1 Z 2 Z 1 1 0 0 0 	0.122465	0.007038	0.122465	0.379064	0.000000	0.122465	0.000000	0.379064	0.379064	0.007038	0.007038	0.007038	0.250000	0.250000	0.250000	0.249999	
5960000	-1013.970113	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.120705	0.007512	0.120705	0.367241	0.007512	0.120705	0.000000	0.367241	0.367241	0.007512	0.007512	0.007512	0.250000	0.250000	0.250000	0.249999	
5970000	-1014.686184	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.130599	0.000000	0.130599	0.386182	0.008667	0.130599	0.008667	0.386182	0.386182	0.008667	0.008667	0.008667	0.250000	0.250000	0.250000	0.250000	
5980000	-1015.635540	412	3	2	'2 Z 2 1 Z 2 0 1 2 0 0 0 	0.117788	0.000000	0.117788	0.339085	0.000000	0.117788	0.006519	0.339085	0.117788	0.006519	0.006519	0.006519	0.250000	0.250000	0.250000	0.249999	
5990000	-1018.836866	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.136833	0.000000	0.136833	0.624499	0.008031	0.136833	0.008031	0.624499	0.136833	0.008031	0.008031	0.008031	0.250000	0.250000	0.250000	0.250000	
6000000	-1016.126733	412	3	1	'2 0 2 1 Z 2 0 1 2 0 0 0 	0.102188	0.006068	0.102188	0.414713	0.000000	0.102188	0.006068	0.414713	0.102188	0.006068	0.006068	0.006068	0.250003	0.250003	0.250003	0.249992	
6010000	-1015.425738	412	3	3	'2 Z 2 1 Z 2 Z 1 2 0 0 0 	0.122167	0.000000	0.122167	0.419469	0.000000	0.122167	0.000000	0.419469	0.122167	0.006427	0.006427	0.006427	0.250000	0.250000	0.250000	0.249999	
6020000	-1013.129011	412	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.118862	0.000000	0.118862	0.376445	0.007388	0.118862	0.007388	0.376445	0.118862	0.007388	0.007388	0.007388	0.250000	0.250000	0.250000	0.249999	
6030000	-1016.582572	412	3	1	'1 Z 2 2 0 2 1 2 2 0 0 0 	0.055903	0.000000	0.158652	0.158652	0.006535	0.158652	0.055903	0.158652	0.158652	0.006535	0.006535	0.006535	0.250000	0.250000	0.250000	0.250000	
6040000	-1017.793276	412	3	2	'1 Z 2 2 Z 2 0 2 2 0 0 0 	0.048289	0.000000	0.161696	0.161696	0.000000	0.161696	0.007686	0.161696	0.161696	0.007686	0.007686	0.007686	0.250000	0.250000	0.250000	0.250000	
6050000	-1013.355672	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.102827	0.000000	0.102827	0.398024	0.007724	0.102827	0.000000	0.398024	0.398024	0.007724	0.007724	0.007724	0.250002	0.250002	0.250000	0.249996	
6060000	-1012.626884	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.117747	0.000000	0.117747	0.311951	0.006987	0.117747	0.000000	0.311951	0.311951	0.006987	0.006987	0.006987	0.250001	0.250001	0.250000	0.249999	
6070000	-1017.992583	412	3	4	'2 Z 2 1 Z 2 Z 1 Z 0 0 0 	0.122788	0.000000	0.122788	0.441820	0.000000	0.122788	0.000000	0.441820	0.000000	0.007491	0.007491	0.007491	0.250000	0.250000	0.250000	0.250000	
6080000	-1014.525523	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.092046	0.000000	0.092046	0.354068	0.007327	0.092046	0.000000	0.354068	0.354068	0.007327	0.007327	0.007327	0.250007	0.250007	0.249998	0.249987	
6090000	-1014.234118	412	3	0	'2 0 2 1 0 1 0 1 1 0 0 0 	0.085481	0.007362	0.085481	0.257661	0.007362	0.257661	0.007362	0.257661	0.257661	0.007362	0.007362	0.007362	0.250001	0.250000	0.250000	0.249999	
6100000	-1015.002128	412	3	0	'2 0 2 1 0 1 0 1 1 0 0 0 	0.097336	0.006688	0.097336	0.294166	0.006688	0.294166	0.006688	0.294166	0.294166	0.006688	0.006688	0.006688	0.250000	0.250000	0.250000	0.250000	
6110000	-1015.749373	412	3	0	'2 0 2 1 0 1 0 1 1 0 0 0 	0.102443	0.007945	0.102443	0.235576	0.007945	0.235576	0.007945	0.235576	0.235576	0.007945	0.007945	0.007945	0.250000	0.250000	0.250000	0.250000	
6120000	-1013.793241	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.086431	0.000000	0.086431	0.226424	0.006407	0.226424	0.000000	0.226424	0.226424	0.006407	0.006407	0.006407	0.250003	0.250001	0.249999	0.249996	
6130000	-1022.456625	407	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.083940	0.000000	0.083940	0.205980	0.004335	0.205980	0.004335	0.205980	0.205980	0.004335	0.004335	0.004335	0.250040	0.250012	0.249993	0.249954	
6140000	-1020.133798	407	3	0	'1 0 1 2 0 2 2 2 2 0 0 0 	0.088974	0.007583	0.088974	0.229094	0.007583	0.229094	0.229094	0.229094	0.229094	0.007583	0.007583	0.007583	0.250002	0.250000	0.250000	0.249997	
6150000	-1013.552019	412	3	2	'2 Z 2 1 0 1 Z 1 1 0 0 0 	0.084585	0.000000	0.084585	0.232559	0.008077	0.232559	0.000000	0.232559	0.232559	0.008077	0.008077	0.008077	0.250002	0.250001	0.250000	0.249998	
6160000	-1016.377255	412	3	0	'2 0 2 1 0 2 0 1 2 0 0 0 	0.126156	0.008340	0.126156	0.434848	0.008340	0.126156	0.008340	0.434848	0.126156	0.008340	0.008340	0.008340	0.250000	0.250000	0.250000	0.250000	
6170000	-1014.470644	412	3	0	'2 0 2 1 0 2 0 1 2 0 0 0 	0.114297	0.006718	0.114297	0.423653	0.006718	0.114297	0.006718	0.423653	0.114297	0.006718	0.006718	0.006718	0.250001	0.250001	0.250001	0.249998	
6180000	-1020.662538	412	3	1	'1 Z 1 2 0 1 1 1 1 0 0 0 	0.129835	0.000000	0.129835	0.473844	0.006652	0.129835	0.129835	0.129835	0.129835	0.006652	0.006652	0.006652	0.250000	0.250000	0.250000	0.250000	
6190000	-1014.658993	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.111204	0.000000	0.111204	0.249581	0.007401	0.249581	0.007401	0.249581	0.249581	0.007401	0.007401	0.007401	0.250000	0.250000	0.250000	0.250000	
6200000	-1013.470064	412	3	2	'1 Z 1 2 0 2 Z 2 2 0 0 0 	0.094647	0.000000	0.094647	0.231786	0.008427	0.231786	0.000000	0.231786	0.231786	0.008427	0.008427	0.008427	0.250000	0.250000	0.250000	0.249999	
6210000	-1015.148353	412	3	2	'1 Z 1 2 0 2 Z 2 2 0 0 0 	0.095510	0.000000	0.095510	0.216362	0.009045	0.216362	0.000000	0.216362	0.216362	0.009045	0.009045	0.009045	0.250000	0.250000	0.250000	0.250000	
6220000	-1014.651386	412	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.088920	0.008208	0.088920	0.275285	0.008208	0.275285	0.008208	0.275285	0.275285	0.008208	0.008208	0.008208	0.250001	0.250000	0.250000	0.249999	
6230000	-1018.076048	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.121692	0.000000	0.121692	0.539399	0.008163	0.121692	0.008163	0.539399	0.539399	0.008163	0.008163	0.008163	0.250000	0.250000	0.250000	0.250000	
6240000	-1015.610604	412	3	1	'2 0 2 1 Z 2 0 1 2 0 0 0 	0.120142	0.007415	0.120142	0.342540	0.000000	0.120142	0.007415	0.342540	0.120142	0.007415	0.007415	0.007415	0.250000	0.250000	0.250000	0.249999	
6250000	-1013.983162	412	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.125939	0.000000	0.125939	0.404200	0.006235	0.125939	0.006235	0.404200	0.125939	0.006235	0.006235	0.006235	0.250000	0.250000	0.250000	0.249999	
6260000	-1015.878049	412	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.136439	0.000000	0.136439	0.352035	0.007008	0.136439	0.007008	0.352035	0.136439	0.007008	0.007008	0.007008	0.250000	0.250000	0.250000	0.250000	
6270000	-1015.084654	412	3	1	'1 Z 1 2 0 1 1 2 1 0 0 0 	0.122899	0.000000	0.122899	0.337454	0.007412	0.122899	0.122899	0.337454	0.122899	0.007412	0.007412	0.007412	0.250000	0.250000	0.250000	0.250000	
6280000	-1018.754614	412	3	2	'2 Z 2 1 0 2 0 1 2 0 Z 0 	0.129154	0.000000	0.129154	0.423904	0.011799	0.129154	0.011799	0.423904	0.129154	0.011799	0.000000	0.011799	0.250000	0.250000	0.250000	0.250000	
6290000	-1015.208915	412	3	1	'2 Z 2 1 0 2 2 1 2 0 0 0 	0.102404	0.000000	0.102404	0.321273	0.006825	0.102404	0.102404	0.321273	0.102404	0.006825	0.006825	0.006825	0.250002	0.250002	0.250002	0.249995	
6300000	-1014.962996	412	3	2	'2 0 2 1 Z 2 Z 1 1 0 0 0 	0.107573	0.008272	0.107573	0.412601	0.000000	0.107573	0.000000	0.412601	0.412601	0.008272	0.008272	0.008272	0.250001	0.250001	0.250000	0.249999	
6310000	-1014.290420	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.114866	0.006208	0.114866	0.310158	0.006208	0.114866	0.006208	0.310158	0.310158	0.006208	0.006208	0.006208	0.250001	0.250001	0.250000	0.249998	
6320000	-1013.094677	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.098719	0.000000	0.098719	0.324723	0.007516	0.098719	0.007516	0.324723	0.324723	0.007516	0.007516	0.007516	0.250004	0.250003	0.249999	0.249994	
6330000	-1016.323681	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.116488	0.000000	0.116488	0.390502	0.005182	0.116488	0.005182	0.390502	0.390502	0.005182	0.005182	0.005182	0.250002	0.250002	0.250000	0.249996	
6340000	-1013.213851	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.098174	0.000000	0.098174	0.343743	0.007334	0.098174	0.007334	0.343743	0.343743	0.007334	0.007334	0.007334	0.250004	0.250004	0.249999	0.249993	
6350000	-1014.311029	412	3	2	'1 Z 1 2 0 1 Z 2 1 0 0 0 	0.131613	0.000000	0.131613	0.471457	0.007299	0.131613	0.000000	0.471457	0.131613	0.007299	0.007299	0.007299	0.250000	0.250000	0.250000	0.250000	
6360000	-1018.425682	412	3	3	'2 Z 2 1 0 2 Z 1 Z 0 0 0 	0.117523	0.000000	0.117523	0.539547	0.005708	0.117523	0.000000	0.539547	0.000000	0.005708	0.005708	0.005708	0.250000	0.250000	0.250001	0.249998	
6370000	-1016.462806	412	3	2	'2 Z 2 1 Z 1 2 1 2 0 0 0 	0.094902	0.000000	0.094902	0.287047	0.000000	0.287047	0.094902	0.287047	0.094902	0.006920	0.006920	0.006920	0.250000	0.250000	0.250000	0.249999	
6380000	-1013.674107	412	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.116588	0.000000	0.116588	0.473957	0.007051	0.116588	0.007051	0.473957	0.116588	0.007051	0.007051	0.007051	0.250000	0.250000	0.250000	0.249999	
6390000	-1018.985949	412	3	0	'2 0 2 1 0 2 0 1 2 0 0 0 	0.141905	0.008258	0.141905	0.411501	0.008258	0.141905	0.008258	0.411501	0.141905	0.008258	0.008258	0.008258	0.250000	0.250000	0.250000	0.250000	
6400000	-1014.423833	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.127526	0.000000	0.127526	0.458267	0.008240	0.127526	0.008240	0.458267	0.127526	0.008240	0.008240	0.008240	0.250000	0.250000	0.250000	0.250000	
6410000	-1013.899398	412	3	2	'1 Z 1 2 0 1 Z 2 1 0 0 0 	0.105441	0.000000	0.105441	0.431299	0.007450	0.105441	0.000000	0.431299	0.105441	0.007450	0.007450	0.007450	0.250001	0.250001	0.250001	0.249998	
6420000	-1014.241525	412	3	2	'1 Z 1 2 0 1 Z 2 1 0 0 0 	0.127090	0.000000	0.127090	0.489243	0.006811	0.127090	0.000000	0.489243	0.127090	0.006811	0.006811	0.006811	0.250000	0.250000	0.250000	0.250000	
6430000	-1014.605058	412	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.132066	0.000000	0.132066	0.444821	0.008023	0.132066	0.008023	0.444821	0.132066	0.008023	0.008023	0.008023	0.250000	0.250000	0.250000	0.250000	
6440000	-1014.064731	412	3	1	'1 0 1 2 Z 1 0 2 2 0 0 0 	0.102166	0.006789	0.102166	0.319907	0.000000	0.102166	0.006789	0.319907	0.319907	0.006789	0.006789	0.006789	0.250003	0.250003	0.249999	0.249994	
6450000	-1015.979436	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.131557	0.006846	0.131557	0.387793	0.000000	0.131557	0.006846	0.387793	0.387793	0.006846	0.006846	0.006846	0.250000	0.250000	0.250000	0.250000	
6460000	-1013.431963	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.125846	0.000000	0.125846	0.373197	0.006747	0.125846	0.000000	0.373197	0.373197	0.006747	0.006747	0.006747	0.250000	0.250000	0.250000	0.249999	
6470000	-1013.716101	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.129159	0.000000	0.129159	0.383754	0.007224	0.129159	0.000000	0.383754	0.383754	0.007224	0.007224	0.007224	0.250000	0.250000	0.250000	0.250000	
6480000	-1015.899555	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.096106	0.005595	0.096106	0.314935	0.005595	0.096106	0.005595	0.314935	0.314935	0.005595	0.005595	0.005595	0.250012	0.250012	0.249998	0.249978	
6490000	-1015.705358	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.101947	0.000000	0.101947	0.249801	0.008488	0.101947	0.000000	0.249801	0.249801	0.008488	0.008488	0.008488	0.250002	0.250001	0.250000	0.249997	
6500000	-1013.158100	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.115714	0.000000	0.115714	0.386477	0.008537	0.115714	0.008537	0.386477	0.386477	0.008537	0.008537	0.008537	0.250000	0.250000	0.250000	0.249999	
6510000	-1011.606514	412	4	1	'3 Z 1 0 2 3 2 0 0 2 2 2 	0.070646	0.000000	0.160541	0.298716	0.009718	0.070646	0.009718	0.298716	0.298716	0.009718	0.009718	0.009718	0.250000	0.250000	0.250000	0.250000	
6520000	-1019.167791	412	3	1	'1 Z 1 2 0 1 2 2 1 0 0 0 	0.109949	0.000000	0.109949	0.256076	0.008465	0.109949	0.256076	0.256076	0.109949	0.008465	0.008465	0.008465	0.250000	0.250000	0.250000	0.249999	
6530000	-1016.252765	407	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.124602	0.000000	0.124602	0.372564	0.007795	0.124602	0.007795	0.372564	0.372564	0.007795	0.007795	0.007795	0.250001	0.250001	0.250000	0.249999	
6540000	-1014.106904	412	3	1	'2 0 2 1 Z 2 0 1 1 0 0 0 	0.101205	0.007156	0.101205	0.346078	0.000000	0.101205	0.007156	0.346078	0.346078	0.007156	0.007156	0.007156	0.250003	0.250003	0.249999	0.249995	
6550000	-1012.176988	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.106662	0.000000	0.106662	0.321899	0.007355	0.106662	0.000000	0.321899	0.321899	0.007355	0.007355	0.007355	0.250002	0.250002	0.250000	0.249997	
6560000	-1014.927547	412	3	1	'2 Z 2 1 0 2 2 1 1 0 0 0 	0.120646	0.000000	0.120646	0.380758	0.007419	0.120646	0.120646	0.380758	0.380758	0.007419	0.007419	0.007419	0.250000	0.250000	0.250000	0.249999	
6570000	-1013.383418	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.104443	0.000000	0.104443	0.276134	0.006666	0.104443	0.006666	0.276134	0.276134	0.006666	0.006666	0.006666	0.250003	0.250003	0.250000	0.249994	
